"","Brazil","France","United Kingdom","Greece","Ireland","South Africa","Spain","Marroco","USA","India","Japan","Australia","Mexico","China","Saudi Arabia"
"2070",1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"2071",1,0,0,0,0,1,0,1,1,0,1,1,1,0,1
"2072",1,1,1,0,1,0,1,0,1,0,1,1,1,0,1
"2073",1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
"2074",0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"2075",0,0,0,1,1,0,0,0,0,1,1,0,0,0,1
"2076",0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
"2077",0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"2078",1,0,1,1,1,1,0,0,0,1,0,0,1,0,1
"2079",0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
"2080",0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
"2081",0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
"2082",1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
"2083",1,1,1,1,0,1,1,0,1,0,1,1,1,0,0
"2084",1,1,1,0,1,0,1,1,1,0,0,1,0,0,0
"2085",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"2086",1,1,1,0,0,1,1,0,1,1,1,1,1,1,1
"2087",1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
"2088",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2089",1,0,0,0,0,1,0,1,1,1,0,0,1,1,1
"2090",0,1,0,0,0,0,1,1,0,0,1,0,0,1,1
"2091",0,1,1,0,1,1,1,1,0,1,0,0,0,0,0
"2092",0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
"2093",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"2094",0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"2095",0,1,1,0,1,0,1,1,1,0,1,1,1,1,1
"2096",0,1,0,1,0,1,1,1,0,1,1,1,0,1,1
"2097",1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
"2098",0,0,0,0,1,0,0,1,1,0,1,0,1,1,1
"2099",0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
"2100",0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
"2101",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2102",0,1,0,0,0,0,1,1,0,0,1,1,0,0,1
"2103",1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
"2104",1,1,1,0,1,1,0,0,0,1,1,1,0,1,0
"2105",0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
"2106",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"2107",0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
"2108",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2109",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"2110",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
"2111",0,1,1,1,1,1,1,1,1,0,1,1,0,1,1
"2112",1,1,1,1,1,0,1,0,1,0,0,1,1,1,1
"2113",0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
"2114",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
"2115",1,0,0,0,1,0,0,1,0,0,0,1,1,1,0
"2116",0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
"2117",0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
"2118",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2119",0,0,0,0,0,1,1,0,1,1,0,0,1,0,1
